xiaoGT123,17,小僵尸,咿呀
飘走的雨,7,无粉丝牌,宝哥
我是陈某某啊啊,27,小僵尸,BGM晦气啊。你们被当怪兽都打了
ysztwx,14,小僵尸,宝哥搞事啊
文霖,6,无粉丝牌,小刀会序曲
stone2009,13,小僵尸,对面是奥特曼
淡沫123123,19,小僵尸,你们别动不动就冲啊 先清独狼
石首大爹,18,小僵尸,新的风暴已经出现 怎么能够停止不前
寡妇门外丨排队汉,11,耐克豪,天涯明月，或者大英雄
莫道殇逝无穷尽,17,无粉丝牌,亮剑
天门一把刀,18,无粉丝牌,BGM全责
bobbysinger,10,无粉丝牌,   Bgm 的锅
TwistedFate丶1,24,无粉丝牌,放武侠就行
嘻嘻哈哈21953,1,无粉丝牌,瞎jb乱冲
小火人小僵尸合体,19,小啵子,十面埋伏还行
嘤嘤虫啵痒痒虫,16,小僵尸,放歌的想造反啊
鱼伯牙,16,无粉丝牌,乔峰的bgm
杭州地铁第一丐,13,无粉丝牌,天龙八部 难念的经呀
累人猿,20,小豆包,这都没吃鸡，GG
爱云言,33,小僵尸,打了半天打死个独狼
唯一的注视,26,小僵尸,重剑不能给snake
dzttttt,1,无粉丝牌,笑傲江湖 咿呀
至高的弟子,11,无粉丝牌,峰哥真的玩的不错了
love199107,12,无粉丝牌,亮剑
99233丶carryvon,29,小僵尸,宝哥太菜了
wohaishitian,8,小僵尸,仙剑奇缘啊，酒剑仙bgm
lattan,12,憨厚哒,暗示峰哥是怪物
MJPK5,1,无粉丝牌,什么游戏啊
君不見I,17,小僵尸,新的枫爆
杨帆92398,1,无粉丝牌,放强攻，放强攻，强攻，强攻
EV5BKB,26,不自觉,新的风暴已经出现
利物浦小僵尸Rua,25,小僵尸,武侠经典的歌很多啊
叫我无颜祖,18,小僵尸,out man
月光下的胖头鱼,18,小僵尸,宝哥根本不听别的说的
张贤良,13,小僵尸,新的风暴已经出现
zard谁家儿郎入梦来,9,小渣男,新的风暴，，哈哈迪加
我只是个观众啊,6,无粉丝牌,go time
flp2419,3,无粉丝牌,奥特曼你马鼻啊
刀塔我的青春,19,小僵尸,峰哥现在好厉害啊
zhnimba,17,猪芳芳,这是四个怪物啊
l081570,20,小僵尸,奥特曼到中国水土不服了
婉莹是个软妹,17,小僵尸,这游戏 胖头已经玩穿了
忆往曦,28,徐薇,鏖战襄阳里那首呢
小缘我们陪着你,34,小僵尸,十面埋伏upup
sjdkasjd,20,小僵尸,刘德华赵子龙了解下
来这里OB就好,21,小僵尸,需要一等音乐盒老陈
起名字那么麻烦1,1,无粉丝牌,放我大FFFFFFF团团歌 节奏打起来
wangbin8014,23,小僵尸,峰哥NBA  队友WCBA啊
Sooooooying,14,不自觉,微笑面对猥亵？
ganmaolee,15,无粉丝牌,三个废物，宝哥最蠢
绝望的daplus,9,无粉丝牌,王进打高俅
汝州呆萌小绵羊丶,22,小僵尸,火影啊，sa
amazing19971215,18,点子王,方小刀会序曲
dantexc11,5,无粉丝牌,亮剑
kokoline,1,无粉丝牌,Bgm是真的蠢  
寻找幸福的猪,27,小僵尸,论BGM还是老陈
yuiazu,7,小肚皮,蛇哥就是小怪兽啊
xy金樽对月,7,无粉丝牌,别问，队友一秒躺
洛丹伦的沉沦,15,小僵尸,放亮剑呀！！！！
做好死亡的心理准备,21,小僵尸,宝哥这个壁 智商怎么这么低
MJPK5,1,无粉丝牌,什么游戏哈
德拉诺影钻,8,无粉丝牌,是你们打奥特曼呀
xeba615131,17,小僵尸,明月天涯
nicskingso,9,无粉丝牌,这游戏胖头算中上了，懂技巧
11223581618,1,无粉丝牌,今天早上吃鸡了好吧 有宝哥吃不了鸡的闭嘴吧 虽然宝哥有点蠢
HarryNNN,9,无粉丝牌,这乔峰不带音响的
黄浦江游泳健将,28,小僵尸,新的枫鲍？
Arocco,1,无粉丝牌,这b放哀乐
q3048207,20,小烟头,奥特曼hai
进入过范冰冰的身体,2,无粉丝牌,那个独狼在射你
大参骁骑都尉zj,26,无粉丝牌,你们学金刚经没用，用不来，学紫霞吧
不要糾結這8個字,12,小僵尸,毒特别疼
柿Kakichoco,20,小兰人,BGM要不然英雄
jj174365252,6,无粉丝牌,butterfly啊激情
狮子座滴女人,16,小僵尸,逆战啊！激情好吧
大魔音B,2,无粉丝牌,杀独狼保第二啊
无敌Iron,5,无粉丝牌,仙剑奇缘！！！！！
啵啵怪包秀秀,20,小僵尸,将江南四怪
skip4,2,无粉丝牌,偷功
咕咕L拉V捂,14,小僵尸,别带节奏啊，不然没这个节目了
游刃有缘,21,集团军,"怪兽都是抗日的呀,都输了呀"
缘来是小僵尸,25,小僵尸,铁血丹心 难念的经 骑马的时候来首 当。。。。
AAAsala,6,无粉丝牌,周雄最废物 带他玩吃不到鸡
倾言轻语,16,无粉丝牌,那是日本的小怪兽 这边是国产的奥特曼啊
秋名山阿强0,18,小僵尸,队友cba
终灬遇,22,小僵尸,刚才人生巅峰啊
wancy133,12,无粉丝牌,宝哥冲上去送了
道术之隙,7,无粉丝牌,男儿当自强啊
DP风的信息,20,无粉丝牌,最后阶段的毒两秒就躺
zzxcctg,10,无粉丝牌,求求你们了告诉我这是什么游戏
cyf19901207,7,小僵尸,zhouhuajian
叫me小勇哥,36,小僵尸,火影忍者的可以啊
至高的弟子,11,无粉丝牌,峰哥真的玩的很好了、、、
帅的人正在吃拉面,16,素质豹,什么游戏啊
qr1025qr1025,14,小痒虫,男儿当自强可以
信科系教授,17,小僵尸,奥特曼我曹，都是天才啊
哇咔咔0rz,32,學习机,明月天涯了解一下
不正常玩家,7,无粉丝牌,这游戏有伏地魔吗？？
昆仑刀王,17,小僵尸,放opening啊
遛鸟大侠,6,无粉丝牌,龙神好狠 一刀砍了小刘一半血
独秋,5,无粉丝牌,fgfg 你金刚经曝气可以嗑药的
胜KKKK,15,小僵尸,你气不气，
天马行空101,16,小僵尸,再过几天峰哥就蛮厉害的了
